Date,Product_SKU,Governorate_ID,Real_Unit_Price_YER,Is_Promotion,Day_Type,Terms_of_Trade_Proxy,Quantity_Sold,FX_Shock_7D
2021-01-10,Cooking_Oil_4L,Sanaa,2550.12,1,Weekend,181.81,1419.0,0.008230377240898944
2021-01-10,Beans_Can_400g,Sanaa,400.02,0,Weekend,181.81,1023.0,0.008230377240898944
2021-01-11,Wheat_Flour_50kg,Sanaa,12008.54,0,Normal,181.69,5247.0,0.007265473445335141
2021-01-11,Rice_Basmati_10kg,Sanaa,8005.7,0,Normal,181.69,3044.0,0.007265473445335141
2021-01-11,Sugar_10kg,Sanaa,4002.85,0,Normal,181.69,884.0,0.007265473445335141
2021-01-11,Cooking_Oil_4L,Sanaa,3002.14,0,Normal,181.69,972.0,0.007265473445335141
2021-01-11,Beans_Can_400g,Sanaa,400.28,0,Normal,181.69,1011.0,0.007265473445335141
2021-01-12,Wheat_Flour_50kg,Sanaa,12065.23,0,Normal,180.84,4615.0,0.012042239344082358
2021-01-12,Rice_Basmati_10kg,Sanaa,8043.49,0,Normal,180.84,2972.0,0.012042239344082358
2021-01-12,Sugar_10kg,Sanaa,4021.74,0,Normal,180.84,1013.0,0.012042239344082358
2021-01-12,Cooking_Oil_4L,Sanaa,3016.31,0,Normal,180.84,909.0,0.012042239344082358
2021-01-12,Beans_Can_400g,Sanaa,341.85,1,Normal,180.84,1194.0,0.012042239344082358
2021-01-13,Wheat_Flour_50kg,Sanaa,12117.24,0,Normal,180.06,4582.0,0.014244754095366718
2021-01-13,Rice_Basmati_10kg,Sanaa,8078.16,0,Normal,180.06,2979.0,0.014244754095366718
2021-01-13,Sugar_10kg,Sanaa,4039.08,0,Normal,180.06,840.0,0.014244754095366718
2021-01-13,Cooking_Oil_4L,Sanaa,3029.31,0,Normal,180.06,1010.0,0.014244754095366718
2021-01-13,Beans_Can_400g,Sanaa,403.91,0,Normal,180.06,995.0,0.014244754095366718
2021-01-14,Wheat_Flour_50kg,Sanaa,12060.6,0,Normal,180.9,5560.0,0.006481919813553667
2021-01-14,Rice_Basmati_10kg,Sanaa,8040.4,0,Normal,180.9,2286.0,0.006481919813553667
2021-01-14,Sugar_10kg,Sanaa,4020.2,0,Normal,180.9,1082.0,0.006481919813553667
2021-01-14,Cooking_Oil_4L,Sanaa,3015.15,0,Normal,180.9,1021.0,0.006481919813553667
2021-01-14,Beans_Can_400g,Sanaa,402.02,0,Normal,180.9,984.0,0.006481919813553667
2021-01-15,Wheat_Flour_50kg,Sanaa,12113.65,0,Normal,180.11,4477.0,0.0029625882905504023
2021-01-15,Rice_Basmati_10kg,Sanaa,8075.77,0,Normal,180.11,2592.0,0.0029625882905504023
2021-01-15,Sugar_10kg,Sanaa,4037.88,0,Normal,180.11,1065.0,0.0029625882905504023
2021-01-15,Cooking_Oil_4L,Sanaa,3028.41,0,Normal,180.11,1107.0,0.0029625882905504023
2021-01-15,Beans_Can_400g,Sanaa,403.79,0,Normal,180.11,1073.0,0.0029625882905504023
2021-01-16,Wheat_Flour_50kg,Sanaa,12098.9,0,Weekend,180.33,6325.0,0.0063882688154479625
2021-01-16,Rice_Basmati_10kg,Sanaa,8065.93,0,Weekend,180.33,3292.0,0.0063882688154479625
2021-01-16,Sugar_10kg,Sanaa,4032.97,0,Weekend,180.33,961.0,0.0063882688154479625
2021-01-16,Cooking_Oil_4L,Sanaa,3024.72,0,Weekend,180.33,1098.0,0.0063882688154479625
2021-01-16,Beans_Can_400g,Sanaa,403.3,0,Weekend,180.33,1089.0,0.0063882688154479625
2021-01-17,Wheat_Flour_50kg,Sanaa,12085.48,0,Weekend,180.53,6319.0,0.007072341508644959
2021-01-17,Rice_Basmati_10kg,Sanaa,8056.98,0,Weekend,180.53,3693.0,0.007072341508644959
2021-01-17,Sugar_10kg,Sanaa,4028.49,0,Weekend,180.53,1217.0,0.007072341508644959
2021-01-17,Cooking_Oil_4L,Sanaa,3021.37,0,Weekend,180.53,1127.0,0.007072341508644959
2021-01-17,Beans_Can_400g,Sanaa,402.85,0,Weekend,180.53,1141.0,0.007072341508644959
2021-01-18,Wheat_Flour_50kg,Sanaa,12090.24,0,Normal,180.46,4837.0,0.0068133505332582354
2021-01-18,Rice_Basmati_10kg,Sanaa,8060.16,0,Normal,180.46,2579.0,0.0068133505332582354
2021-01-18,Sugar_10kg,Sanaa,4030.08,0,Normal,180.46,1005.0,0.0068133505332582354
2021-01-18,Cooking_Oil_4L,Sanaa,3022.56,0,Normal,180.46,883.0,0.0068133505332582354
2021-01-18,Beans_Can_400g,Sanaa,403.01,0,Normal,180.46,1085.0,0.0068133505332582354
2021-01-19,Wheat_Flour_50kg,Sanaa,12083.32,0,Normal,180.56,4980.0,0.0015009313007469229
2021-01-19,Rice_Basmati_10kg,Sanaa,8055.55,0,Normal,180.56,2885.0,0.0015009313007469229
2021-01-19,Sugar_10kg,Sanaa,4027.77,0,Normal,180.56,898.0,0.0015009313007469229
2021-01-19,Cooking_Oil_4L,Sanaa,3020.83,0,Normal,180.56,910.0,0.0015009313007469229
2021-01-19,Beans_Can_400g,Sanaa,402.78,0,Normal,180.56,1125.0,0.0015009313007469229
2021-01-20,Wheat_Flour_50kg,Sanaa,12075.78,0,Normal,180.68,4705.0,-0.00342114266164895
2021-01-20,Rice_Basmati_10kg,Sanaa,8050.52,0,Normal,180.68,2690.0,-0.00342114266164895
2021-01-20,Sugar_10kg,Sanaa,4025.26,0,Normal,180.68,1166.0,-0.00342114266164895
2021-01-20,Cooking_Oil_4L,Sanaa,3018.94,0,Normal,180.68,988.0,-0.00342114266164895
2021-01-20,Beans_Can_400g,Sanaa,402.53,0,Normal,180.68,1014.0,-0.00342114266164895
2021-01-21,Wheat_Flour_50kg,Sanaa,12041.83,0,Normal,181.19,6004.0,-0.0015557726401100142
2021-01-21,Rice_Basmati_10kg,Sanaa,8027.88,0,Normal,181.19,2708.0,-0.0015557726401100142
2021-01-21,Sugar_10kg,Sanaa,4013.94,0,Normal,181.19,929.0,-0.0015557726401100142
2021-01-21,Cooking_Oil_4L,Sanaa,3010.46,0,Normal,181.19,1062.0,-0.0015557726401100142
2021-01-21,Beans_Can_400g,Sanaa,401.39,0,Normal,181.19,965.0,-0.0015557726401100142
2021-01-22,Wheat_Flour_50kg,Sanaa,12062.36,0,Normal,180.88,4229.0,-0.0042326326975379094
2021-01-22,Rice_Basmati_10kg,Sanaa,8041.57,0,Normal,180.88,2966.0,-0.0042326326975379094
2021-01-22,Sugar_10kg,Sanaa,4020.79,0,Normal,180.88,1105.0,-0.0042326326975379094
2021-01-22,Cooking_Oil_4L,Sanaa,3015.59,0,Normal,180.88,919.0,-0.0042326326975379094
2021-01-22,Beans_Can_400g,Sanaa,402.08,0,Normal,180.88,1019.0,-0.0042326326975379094
2021-01-23,Wheat_Flour_50kg,Sanaa,12086.56,0,Weekend,180.52,5398.0,-0.0010098642093303255
2021-01-23,Rice_Basmati_10kg,Sanaa,8057.71,0,Weekend,180.52,3605.0,-0.0010098642093303255
2021-01-23,Sugar_10kg,Sanaa,4028.85,0,Weekend,180.52,1254.0,-0.0010098642093303255
2021-01-23,Cooking_Oil_4L,Sanaa,3021.64,0,Weekend,180.52,1076.0,-0.0010098642093303255
2021-01-23,Beans_Can_400g,Sanaa,402.89,0,Weekend,180.52,1041.0,-0.0010098642093303255
2021-01-24,Wheat_Flour_50kg,Sanaa,12154.51,0,Weekend,179.51,5664.0,0.00570479491623354
2021-01-24,Rice_Basmati_10kg,Sanaa,8103.01,0,Weekend,179.51,3518.0,0.00570479491623354
2021-01-24,Sugar_10kg,Sanaa,4051.5,0,Weekend,179.51,953.0,0.00570479491623354
2021-01-24,Cooking_Oil_4L,Sanaa,3038.63,0,Weekend,179.51,1092.0,0.00570479491623354
2021-01-24,Beans_Can_400g,Sanaa,405.15,0,Weekend,179.51,1066.0,0.00570479491623354
2021-01-25,Wheat_Flour_50kg,Sanaa,12108.18,0,Normal,180.19,5722.0,0.0014797704551197351
2021-01-25,Rice_Basmati_10kg,Sanaa,8072.12,0,Normal,180.19,2759.0,0.0014797704551197351
2021-01-25,Sugar_10kg,Sanaa,4036.06,0,Normal,180.19,984.0,0.0014797704551197351
2021-01-25,Cooking_Oil_4L,Sanaa,3027.04,0,Normal,180.19,1022.0,0.0014797704551197351
2021-01-25,Beans_Can_400g,Sanaa,403.61,0,Normal,180.19,1015.0,0.0014797704551197351
2021-01-26,Wheat_Flour_50kg,Sanaa,12135.0,0,Normal,179.8,5204.0,0.004279368747968662
2021-01-26,Rice_Basmati_10kg,Sanaa,8090.0,0,Normal,179.8,2179.0,0.004279368747968662
2021-01-26,Sugar_10kg,Sanaa,4045.0,0,Normal,179.8,1103.0,0.004279368747968662
2021-01-26,Cooking_Oil_4L,Sanaa,3033.75,0,Normal,179.8,1038.0,0.004279368747968662
2021-01-26,Beans_Can_400g,Sanaa,404.5,0,Normal,179.8,1060.0,0.004279368747968662
2021-01-27,Wheat_Flour_50kg,Sanaa,12106.2,0,Normal,180.22,4184.0,0.0025294957269589627
2021-01-27,Rice_Basmati_10kg,Sanaa,8070.8,0,Normal,180.22,2866.0,0.0025294957269589627
2021-01-27,Sugar_10kg,Sanaa,4035.4,0,Normal,180.22,976.0,0.0025294957269589627
2021-01-27,Cooking_Oil_4L,Sanaa,3026.55,0,Normal,180.22,950.0,0.0025294957269589627
2021-01-27,Beans_Can_400g,Sanaa,343.01,1,Normal,180.22,1294.0,0.0025294957269589627
2021-01-28,Wheat_Flour_50kg,Sanaa,12099.32,0,Normal,180.33,5058.0,0.004765183359907225
2021-01-28,Rice_Basmati_10kg,Sanaa,8066.21,0,Normal,180.33,3023.0,0.004765183359907225
2021-01-28,Sugar_10kg,Sanaa,4033.11,0,Normal,180.33,1106.0,0.004765183359907225
2021-01-28,Cooking_Oil_4L,Sanaa,3024.83,0,Normal,180.33,1036.0,0.004765183359907225
2021-01-28,Beans_Can_400g,Sanaa,403.31,0,Normal,180.33,945.0,0.004765183359907225
2021-01-29,Wheat_Flour_50kg,Sanaa,12092.11,0,Normal,180.43,4965.0,0.002459935607567944
2021-01-29,Rice_Basmati_10kg,Sanaa,8061.41,0,Normal,180.43,3246.0,0.002459935607567944
2021-01-29,Sugar_10kg,Sanaa,4030.7,0,Normal,180.43,1128.0,0.002459935607567944
2021-01-29,Cooking_Oil_4L,Sanaa,3023.03,0,Normal,180.43,771.0,0.002459935607567944
2021-01-29,Beans_Can_400g,Sanaa,403.07,0,Normal,180.43,923.0,0.002459935607567944
2021-01-30,Wheat_Flour_50kg,Sanaa,12115.64,0,Weekend,180.08,5734.0,0.002400852031698336
2021-01-30,Rice_Basmati_10kg,Sanaa,8077.09,0,Weekend,180.08,3061.0,0.002400852031698336
2021-01-30,Sugar_10kg,Sanaa,4038.55,0,Weekend,180.08,943.0,0.002400852031698336
2021-01-30,Cooking_Oil_4L,Sanaa,3028.91,0,Weekend,180.08,1110.0,0.002400852031698336
2021-01-30,Beans_Can_400g,Sanaa,403.85,0,Weekend,180.08,1145.0,0.002400852031698336
2021-01-31,Wheat_Flour_50kg,Sanaa,12154.75,0,Weekend,179.5,6188.0,1.7950743160750528e-05
2021-01-31,Rice_Basmati_10kg,Sanaa,8103.17,0,Weekend,179.5,3265.0,1.7950743160750528e-05
2021-01-31,Sugar_10kg,Sanaa,4051.58,0,Weekend,179.5,899.0,1.7950743160750528e-05
2021-01-31,Cooking_Oil_4L,Sanaa,3038.69,0,Weekend,179.5,1062.0,1.7950743160750528e-05
2021-01-31,Beans_Can_400g,Sanaa,405.16,0,Weekend,179.5,964.0,1.7950743160750528e-05
2021-02-01,Wheat_Flour_50kg,Sanaa,12081.46,0,Normal,180.59,4080.0,-0.0022163759550238183
2021-02-01,Rice_Basmati_10kg,Sanaa,8054.3,0,Normal,180.59,2936.0,-0.0022163759550238183
2021-02-01,Sugar_10kg,Sanaa,4027.15,0,Normal,180.59,1068.0,-0.0022163759550238183
2021-02-01,Cooking_Oil_4L,Sanaa,3020.36,0,Normal,180.59,953.0,-0.0022163759550238183
2021-02-01,Beans_Can_400g,Sanaa,402.72,0,Normal,180.59,894.0,-0.0022163759550238183
2021-02-02,Wheat_Flour_50kg,Sanaa,12124.27,0,Normal,179.95,4400.0,-0.0008809939049605513
2021-02-02,Rice_Basmati_10kg,Sanaa,8082.85,0,Normal,179.95,2430.0,-0.0008809939049605513
2021-02-02,Sugar_10kg,Sanaa,4041.42,0,Normal,179.95,1258.0,-0.0008809939049605513
2021-02-02,Cooking_Oil_4L,Sanaa,3031.07,0,Normal,179.95,1160.0,-0.0008809939049605513
2021-02-02,Beans_Can_400g,Sanaa,404.14,0,Normal,179.95,1034.0,-0.0008809939049605513
2021-02-03,Wheat_Flour_50kg,Sanaa,12184.87,0,Normal,179.06,4484.0,0.006488006199650409
2021-02-03,Rice_Basmati_10kg,Sanaa,8123.25,0,Normal,179.06,3081.0,0.006488006199650409
2021-02-03,Sugar_10kg,Sanaa,4061.62,0,Normal,179.06,1012.0,0.006488006199650409
2021-02-03,Cooking_Oil_4L,Sanaa,3046.22,0,Normal,179.06,887.0,0.006488006199650409
2021-02-03,Beans_Can_400g,Sanaa,406.16,0,Normal,179.06,961.0,0.006488006199650409
2021-02-04,Wheat_Flour_50kg,Sanaa,12183.14,0,Normal,179.09,4549.0,0.006924533405463947
2021-02-04,Rice_Basmati_10kg,Sanaa,8122.09,0,Normal,179.09,3797.0,0.006924533405463947
2021-02-04,Sugar_10kg,Sanaa,4061.05,0,Normal,179.09,1034.0,0.006924533405463947
2021-02-04,Cooking_Oil_4L,Sanaa,3045.78,0,Normal,179.09,822.0,0.006924533405463947
2021-02-04,Beans_Can_400g,Sanaa,406.1,0,Normal,179.09,985.0,0.006924533405463947
2021-02-05,Wheat_Flour_50kg,Sanaa,12166.63,0,Normal,179.33,4943.0,0.0061708346865864796
2021-02-05,Rice_Basmati_10kg,Sanaa,8111.09,0,Normal,179.33,3448.0,0.0061708346865864796
2021-02-05,Sugar_10kg,Sanaa,4055.54,0,Normal,179.33,1016.0,0.0061708346865864796
2021-02-05,Cooking_Oil_4L,Sanaa,2585.41,1,Normal,179.33,1512.0,0.0061708346865864796
2021-02-05,Beans_Can_400g,Sanaa,405.55,0,Normal,179.33,914.0,0.0061708346865864796
2021-02-06,Wheat_Flour_50kg,Sanaa,12209.2,0,Weekend,178.7,6058.0,0.007725553754727314
2021-02-06,Rice_Basmati_10kg,Sanaa,8139.47,0,Weekend,178.7,3501.0,0.007725553754727314
2021-02-06,Sugar_10kg,Sanaa,4069.73,0,Weekend,178.7,1033.0,0.007725553754727314
2021-02-06,Cooking_Oil_4L,Sanaa,3052.3,0,Weekend,178.7,1162.0,0.007725553754727314
2021-02-06,Beans_Can_400g,Sanaa,406.97,0,Weekend,178.7,1073.0,0.007725553754727314
2021-02-07,Wheat_Flour_50kg,Sanaa,10389.46,1,Weekend,178.5,8038.0,0.005618481753397108
2021-02-07,Rice_Basmati_10kg,Sanaa,8148.59,0,Weekend,178.5,2431.0,0.005618481753397108
2021-02-07,Sugar_10kg,Sanaa,4074.3,0,Weekend,178.5,1083.0,0.005618481753397108
2021-02-07,Cooking_Oil_4L,Sanaa,3055.72,0,Weekend,178.5,1273.0,0.005618481753397108
2021-02-07,Beans_Can_400g,Sanaa,407.43,0,Weekend,178.5,1000.0,0.005618481753397108
2021-02-08,Wheat_Flour_50kg,Sanaa,12201.59,0,Normal,178.81,4977.0,0.009950697993606976
2021-02-08,Rice_Basmati_10kg,Sanaa,8134.39,0,Normal,178.81,3063.0,0.009950697993606976
2021-02-08,Sugar_10kg,Sanaa,3457.12,1,Normal,178.81,1450.0,0.009950697993606976
2021-02-08,Cooking_Oil_4L,Sanaa,3050.4,0,Normal,178.81,951.0,0.009950697993606976
2021-02-08,Beans_Can_400g,Sanaa,406.72,0,Normal,178.81,911.0,0.009950697993606976
2021-02-09,Wheat_Flour_50kg,Sanaa,12152.23,0,Normal,179.54,4974.0,0.0023034011157098662
2021-02-09,Rice_Basmati_10kg,Sanaa,8101.49,0,Normal,179.54,3531.0,0.0023034011157098662
2021-02-09,Sugar_10kg,Sanaa,4050.74,0,Normal,179.54,972.0,0.0023034011157098662
2021-02-09,Cooking_Oil_4L,Sanaa,3038.06,0,Normal,179.54,950.0,0.0023034011157098662
2021-02-09,Beans_Can_400g,Sanaa,405.07,0,Normal,179.54,939.0,0.0023034011157098662
2021-02-10,Wheat_Flour_50kg,Sanaa,12142.1,0,Normal,179.69,5400.0,-0.0035095886976919733
2021-02-10,Rice_Basmati_10kg,Sanaa,8094.74,0,Normal,179.69,3216.0,-0.0035095886976919733
2021-02-10,Sugar_10kg,Sanaa,4047.37,0,Normal,179.69,1150.0,-0.0035095886976919733
2021-02-10,Cooking_Oil_4L,Sanaa,2580.2,1,Normal,179.69,1468.0,-0.0035095886976919733
2021-02-10,Beans_Can_400g,Sanaa,404.74,0,Normal,179.69,972.0,-0.0035095886976919733
2021-02-11,Wheat_Flour_50kg,Sanaa,12146.38,0,Normal,179.63,5406.0,-0.003008649868371479
2021-02-11,Rice_Basmati_10kg,Sanaa,8097.58,0,Normal,179.63,2481.0,-0.003008649868371479
2021-02-11,Sugar_10kg,Sanaa,4048.79,0,Normal,179.63,1001.0,-0.003008649868371479
2021-02-11,Cooking_Oil_4L,Sanaa,3036.59,0,Normal,179.63,1233.0,-0.003008649868371479
2021-02-11,Beans_Can_400g,Sanaa,404.88,0,Normal,179.63,960.0,-0.003008649868371479
2021-02-12,Wheat_Flour_50kg,Sanaa,12084.57,0,Normal,180.55,5321.0,-0.006742701384405693
2021-02-12,Rice_Basmati_10kg,Sanaa,8056.38,0,Normal,180.55,3530.0,-0.006742701384405693
2021-02-12,Sugar_10kg,Sanaa,4028.19,0,Normal,180.55,909.0,-0.006742701384405693
2021-02-12,Cooking_Oil_4L,Sanaa,3021.14,0,Normal,180.55,1005.0,-0.006742701384405693
2021-02-12,Beans_Can_400g,Sanaa,402.82,0,Normal,180.55,1074.0,-0.006742701384405693
2021-02-13,Wheat_Flour_50kg,Sanaa,12082.06,0,Weekend,180.58,5805.0,-0.010418342000393217
2021-02-13,Rice_Basmati_10kg,Sanaa,8054.7,0,Weekend,180.58,3075.0,-0.010418342000393217
2021-02-13,Sugar_10kg,Sanaa,4027.35,0,Weekend,180.58,1178.0,-0.010418342000393217
2021-02-13,Cooking_Oil_4L,Sanaa,3020.51,0,Weekend,180.58,1295.0,-0.010418342000393217
2021-02-13,Beans_Can_400g,Sanaa,402.74,0,Weekend,180.58,1021.0,-0.010418342000393217
2021-02-14,Wheat_Flour_50kg,Sanaa,10278.28,1,Weekend,180.43,6867.0,-0.01071007818357074
2021-02-14,Rice_Basmati_10kg,Sanaa,8061.4,0,Weekend,180.43,2974.0,-0.01071007818357074
2021-02-14,Sugar_10kg,Sanaa,4030.7,0,Weekend,180.43,1127.0,-0.01071007818357074
2021-02-14,Cooking_Oil_4L,Sanaa,3023.02,0,Weekend,180.43,1032.0,-0.01071007818357074
2021-02-14,Beans_Can_400g,Sanaa,403.07,0,Weekend,180.43,1113.0,-0.01071007818357074
2021-02-15,Wheat_Flour_50kg,Sanaa,12149.82,0,Normal,179.58,5613.0,-0.004237894285101217
2021-02-15,Rice_Basmati_10kg,Sanaa,8099.88,0,Normal,179.58,3114.0,-0.004237894285101217
2021-02-15,Sugar_10kg,Sanaa,4049.94,0,Normal,179.58,1170.0,-0.004237894285101217
2021-02-15,Cooking_Oil_4L,Sanaa,3037.45,0,Normal,179.58,1121.0,-0.004237894285101217
2021-02-15,Beans_Can_400g,Sanaa,404.99,0,Normal,179.58,1219.0,-0.004237894285101217
2021-02-16,Wheat_Flour_50kg,Sanaa,12233.1,0,Normal,178.35,5701.0,0.006642967431505497
2021-02-16,Rice_Basmati_10kg,Sanaa,8155.4,0,Normal,178.35,3166.0,0.006642967431505497
2021-02-16,Sugar_10kg,Sanaa,4077.7,0,Normal,178.35,721.0,0.006642967431505497
2021-02-16,Cooking_Oil_4L,Sanaa,3058.28,0,Normal,178.35,934.0,0.006642967431505497
2021-02-16,Beans_Can_400g,Sanaa,407.77,0,Normal,178.35,891.0,0.006642967431505497
2021-02-17,Wheat_Flour_50kg,Sanaa,12207.81,0,Normal,178.72,4572.0,0.005408707839930982
2021-02-17,Rice_Basmati_10kg,Sanaa,8138.54,0,Normal,178.72,3397.0,0.005408707839930982
2021-02-17,Sugar_10kg,Sanaa,4069.27,0,Normal,178.72,974.0,0.005408707839930982
2021-02-17,Cooking_Oil_4L,Sanaa,2594.16,1,Normal,178.72,1390.0,0.005408707839930982
2021-02-17,Beans_Can_400g,Sanaa,406.93,0,Normal,178.72,1058.0,0.005408707839930982
2021-02-18,Wheat_Flour_50kg,Sanaa,12183.26,0,Normal,179.08,4971.0,0.0030356918323722237
2021-02-18,Rice_Basmati_10kg,Sanaa,8122.17,0,Normal,179.08,3117.0,0.0030356918323722237
2021-02-18,Sugar_10kg,Sanaa,4061.09,0,Normal,179.08,1121.0,0.0030356918323722237
2021-02-18,Cooking_Oil_4L,Sanaa,3045.81,0,Normal,179.08,1145.0,0.0030356918323722237
2021-02-18,Beans_Can_400g,Sanaa,406.11,0,Normal,179.08,1006.0,0.0030356918323722237
2021-02-19,Wheat_Flour_50kg,Sanaa,12124.59,0,Normal,179.95,4958.0,0.003303964757709325
2021-02-19,Rice_Basmati_10kg,Sanaa,8083.06,0,Normal,179.95,3456.0,0.003303964757709325
2021-02-19,Sugar_10kg,Sanaa,4041.53,0,Normal,179.95,1000.0,0.003303964757709325
2021-02-19,Cooking_Oil_4L,Sanaa,3031.15,0,Normal,179.95,905.0,0.003303964757709325
2021-02-19,Beans_Can_400g,Sanaa,404.15,0,Normal,179.95,863.0,0.003303964757709325
2021-02-20,Wheat_Flour_50kg,Sanaa,12113.88,0,Weekend,180.11,4881.0,0.002636521236636876
2021-02-20,Rice_Basmati_10kg,Sanaa,8075.92,0,Weekend,180.11,3090.0,0.002636521236636876
2021-02-20,Sugar_10kg,Sanaa,4037.96,0,Weekend,180.11,1118.0,0.002636521236636876
2021-02-20,Cooking_Oil_4L,Sanaa,3028.47,0,Weekend,180.11,1118.0,0.002636521236636876
2021-02-20,Beans_Can_400g,Sanaa,403.8,0,Weekend,180.11,771.0,0.002636521236636876
2021-02-21,Wheat_Flour_50kg,Sanaa,10373.32,1,Weekend,178.78,7325.0,0.009256252029879822
2021-02-21,Rice_Basmati_10kg,Sanaa,6915.55,1,Weekend,178.78,4405.0,0.009256252029879822
2021-02-21,Sugar_10kg,Sanaa,4067.97,0,Weekend,178.78,1085.0,0.009256252029879822
2021-02-21,Cooking_Oil_4L,Sanaa,3050.98,0,Weekend,178.78,1077.0,0.009256252029879822
2021-02-21,Beans_Can_400g,Sanaa,406.8,0,Weekend,178.78,1075.0,0.009256252029879822
