Date,Product_SKU,Real_Unit_Price_YER,Is_Promotion,Day_Type,Terms_of_Trade_Proxy,FX_Shock_7D,Daily_Demand_kg
2023-01-29,Poultry_Chicken,840.95,1,Weekday,98.85,0.0,1294.68
2023-01-29,Red_Meat_Lamb,5144.48,0,Weekday,98.85,0.0,278.34
2023-01-29,Vegetable_Oil,668.7,0,Weekday,98.85,0.0,211.26
2023-01-30,Wheat_Grain,413.38,0,Weekday,99.28,0.0,1964.02
2023-01-30,Basmati_Rice,858.59,0,Weekday,99.28,0.0,1528.95
2023-01-30,Poultry_Chicken,1169.28,0,Weekday,99.28,0.0,1060.7
2023-01-30,Red_Meat_Lamb,5001.22,0,Weekday,99.28,0.0,232.07
2023-01-30,Vegetable_Oil,878.01,0,Weekday,99.28,0.0,227.12
2023-01-31,Wheat_Grain,416.98,0,Weekday,98.86,0.0,1833.22
2023-01-31,Basmati_Rice,887.12,0,Weekday,98.86,0.0,1458.76
2023-01-31,Poultry_Chicken,867.74,0,Weekday,98.86,0.0,1141.67
2023-01-31,Red_Meat_Lamb,3580.88,0,Weekday,98.86,0.0,250.45
2023-01-31,Vegetable_Oil,841.12,0,Weekday,98.86,0.0,265.86
2023-02-01,Wheat_Grain,433.02,0,Weekday,99.29,0.0,1806.05
2023-02-01,Basmati_Rice,914.0,0,Weekday,99.29,0.0,1669.38
2023-02-01,Poultry_Chicken,1273.28,0,Weekday,99.29,0.0,1088.95
2023-02-01,Red_Meat_Lamb,5423.35,0,Weekday,99.29,0.0,240.29
2023-02-01,Vegetable_Oil,859.5,0,Weekday,99.29,0.0,307.48
2023-02-02,Wheat_Grain,462.99,0,Weekday,99.25,0.0,1801.51
2023-02-02,Basmati_Rice,895.41,0,Weekday,99.25,0.0,1654.45
2023-02-02,Poultry_Chicken,1432.37,0,Weekday,99.25,0.0,1080.21
2023-02-02,Red_Meat_Lamb,4607.94,0,Weekday,99.25,0.0,208.4
2023-02-02,Vegetable_Oil,786.31,0,Weekday,99.25,0.0,192.43
2023-02-03,Wheat_Grain,463.31,0,Weekend,99.49,0.0,2183.96
2023-02-03,Basmati_Rice,851.59,0,Weekend,99.49,0.0,1741.11
2023-02-03,Poultry_Chicken,1131.01,0,Weekend,99.49,0.0,888.96
2023-02-03,Red_Meat_Lamb,3528.2,1,Weekend,99.49,0.0,291.05
2023-02-03,Vegetable_Oil,789.46,0,Weekend,99.49,0.0,221.09
2023-02-04,Wheat_Grain,367.62,0,Weekend,99.25,0.0,2150.72
2023-02-04,Basmati_Rice,880.3,0,Weekend,99.25,0.0,1549.72
2023-02-04,Poultry_Chicken,1298.41,0,Weekend,99.25,0.0,1352.25
2023-02-04,Red_Meat_Lamb,4396.46,0,Weekend,99.25,0.0,298.21
2023-02-04,Vegetable_Oil,735.89,0,Weekend,99.25,0.0,295.74
2023-02-05,Wheat_Grain,403.09,0,Weekday,99.09,0.0,2212.79
2023-02-05,Basmati_Rice,844.26,0,Weekday,99.09,0.0,1317.9
2023-02-05,Poultry_Chicken,1362.58,0,Weekday,99.09,0.0,923.94
2023-02-05,Red_Meat_Lamb,3106.43,0,Weekday,99.09,0.0,328.73
2023-02-05,Vegetable_Oil,819.37,0,Weekday,99.09,0.0,232.48
2023-02-06,Wheat_Grain,370.33,0,Weekday,98.57,0.0,1615.34
2023-02-06,Basmati_Rice,889.69,0,Weekday,98.57,0.0,1356.33
2023-02-06,Poultry_Chicken,1304.89,0,Weekday,98.57,0.0,940.46
2023-02-06,Red_Meat_Lamb,3553.35,0,Weekday,98.57,0.0,320.23
2023-02-06,Vegetable_Oil,824.59,0,Weekday,98.57,0.0,264.27
2023-02-07,Wheat_Grain,406.41,0,Weekday,98.82,0.0,1836.52
2023-02-07,Basmati_Rice,906.1,0,Weekday,98.82,0.0,1463.94
2023-02-07,Poultry_Chicken,1699.11,0,Weekday,98.82,0.0,799.63
2023-02-07,Red_Meat_Lamb,4690.95,0,Weekday,98.82,0.0,219.71
2023-02-07,Vegetable_Oil,877.24,0,Weekday,98.82,0.0,269.49
2023-02-08,Wheat_Grain,478.54,0,Weekday,98.96,0.0,1694.65
2023-02-08,Basmati_Rice,1000.36,0,Weekday,98.96,0.0,1329.27
2023-02-08,Poultry_Chicken,1308.54,0,Weekday,98.96,0.0,1005.88
2023-02-08,Red_Meat_Lamb,4424.71,0,Weekday,98.96,0.0,272.95
2023-02-08,Vegetable_Oil,659.95,0,Weekday,98.96,0.0,307.93
2023-02-09,Wheat_Grain,364.38,0,Weekday,99.45,0.0,2421.41
2023-02-09,Basmati_Rice,809.04,0,Weekday,99.45,0.0,1557.97
2023-02-09,Poultry_Chicken,1037.37,0,Weekday,99.45,0.0,1035.85
2023-02-09,Red_Meat_Lamb,5739.96,0,Weekday,99.45,0.0,253.86
2023-02-09,Vegetable_Oil,796.37,0,Weekday,99.45,0.0,234.17
2023-02-10,Wheat_Grain,338.51,0,Weekend,99.67,0.0,2719.07
2023-02-10,Basmati_Rice,907.46,0,Weekend,99.67,0.0,1703.84
2023-02-10,Poultry_Chicken,1204.79,0,Weekend,99.67,0.0,980.33
2023-02-10,Red_Meat_Lamb,5046.36,0,Weekend,99.67,0.0,262.1
2023-02-10,Vegetable_Oil,719.95,0,Weekend,99.67,0.0,281.81
2023-02-11,Wheat_Grain,281.8,1,Weekend,99.48,0.0,2545.06
2023-02-11,Basmati_Rice,973.54,0,Weekend,99.48,0.0,1543.82
2023-02-11,Poultry_Chicken,933.23,0,Weekend,99.48,0.0,1069.11
2023-02-11,Red_Meat_Lamb,3463.95,0,Weekend,99.48,0.0,320.06
2023-02-11,Vegetable_Oil,936.22,0,Weekend,99.48,0.0,262.33
2023-02-12,Wheat_Grain,361.58,0,Weekday,99.1,0.0,1925.42
2023-02-12,Basmati_Rice,895.05,0,Weekday,99.1,0.0,1437.29
2023-02-12,Poultry_Chicken,1224.94,0,Weekday,99.1,0.0,1041.67
2023-02-12,Red_Meat_Lamb,3575.2,0,Weekday,99.1,0.0,288.02
2023-02-12,Vegetable_Oil,792.59,0,Weekday,99.1,0.0,310.69
2023-02-13,Wheat_Grain,416.52,0,Weekday,99.56,0.0,2798.09
2023-02-13,Basmati_Rice,798.64,0,Weekday,99.56,0.0,2189.31
2023-02-13,Poultry_Chicken,1208.65,0,Weekday,99.56,0.0,1231.05
2023-02-13,Red_Meat_Lamb,4784.07,0,Weekday,99.56,0.0,332.44
2023-02-13,Vegetable_Oil,780.14,0,Weekday,99.56,0.0,340.89
2023-02-14,Wheat_Grain,339.81,1,Weekday,99.13,0.0,1921.53
2023-02-14,Basmati_Rice,1013.42,0,Weekday,99.13,0.0,1410.76
2023-02-14,Poultry_Chicken,950.67,0,Weekday,99.13,0.0,1032.08
2023-02-14,Red_Meat_Lamb,4011.69,0,Weekday,99.13,0.0,302.12
2023-02-14,Vegetable_Oil,1029.54,0,Weekday,99.13,0.0,215.11
2023-02-15,Wheat_Grain,453.28,0,Weekday,98.45,0.0,2351.42
2023-02-15,Basmati_Rice,961.72,0,Weekday,98.45,0.0,1896.26
2023-02-15,Poultry_Chicken,1427.23,0,Weekday,98.45,0.0,1163.35
2023-02-15,Red_Meat_Lamb,5096.27,0,Weekday,98.45,0.0,214.8
2023-02-15,Vegetable_Oil,968.36,0,Weekday,98.45,0.0,287.2
2023-02-16,Wheat_Grain,388.44,0,Weekday,98.24,0.0,1867.07
2023-02-16,Basmati_Rice,854.23,0,Weekday,98.24,0.0,1662.77
2023-02-16,Poultry_Chicken,1117.5,0,Weekday,98.24,0.0,1118.52
2023-02-16,Red_Meat_Lamb,5217.52,0,Weekday,98.24,0.0,242.75
2023-02-16,Vegetable_Oil,844.22,0,Weekday,98.24,0.0,227.59
2023-02-17,Wheat_Grain,428.83,0,Weekend,97.3,0.0,2186.37
2023-02-17,Basmati_Rice,909.17,0,Weekend,97.3,0.0,1474.01
2023-02-17,Poultry_Chicken,916.4,0,Weekend,97.3,0.0,1037.16
2023-02-17,Red_Meat_Lamb,3835.58,0,Weekend,97.3,0.0,284.28
2023-02-17,Vegetable_Oil,812.75,0,Weekend,97.3,0.0,285.02
2023-02-18,Wheat_Grain,464.23,0,Weekend,97.69,0.0,2019.56
2023-02-18,Basmati_Rice,765.25,0,Weekend,97.69,0.0,1634.11
2023-02-18,Poultry_Chicken,1168.73,1,Weekend,97.69,0.0,1032.54
2023-02-18,Red_Meat_Lamb,5315.52,0,Weekend,97.69,0.0,245.3
2023-02-18,Vegetable_Oil,685.64,0,Weekend,97.69,0.0,289.78
2023-02-19,Wheat_Grain,338.37,0,Weekday,98.31,0.0,2423.81
2023-02-19,Basmati_Rice,636.68,0,Weekday,98.31,0.0,1807.0
2023-02-19,Poultry_Chicken,1097.74,0,Weekday,98.31,0.0,1059.91
2023-02-19,Red_Meat_Lamb,5296.57,0,Weekday,98.31,0.0,206.95
2023-02-19,Vegetable_Oil,829.92,0,Weekday,98.31,0.0,277.66
2023-02-20,Wheat_Grain,375.52,0,Weekday,99.2,0.0,2256.69
2023-02-20,Basmati_Rice,848.95,0,Weekday,99.2,0.0,1487.06
2023-02-20,Poultry_Chicken,1102.18,0,Weekday,99.2,0.0,1049.15
2023-02-20,Red_Meat_Lamb,4262.5,0,Weekday,99.2,0.0,261.88
2023-02-20,Vegetable_Oil,741.34,0,Weekday,99.2,0.0,290.07
2023-02-21,Wheat_Grain,435.14,0,Weekday,98.45,0.0,1817.29
2023-02-21,Basmati_Rice,936.54,0,Weekday,98.45,0.0,1493.46
2023-02-21,Poultry_Chicken,999.15,1,Weekday,98.45,0.0,1174.48
2023-02-21,Red_Meat_Lamb,4805.04,0,Weekday,98.45,0.0,227.01
2023-02-21,Vegetable_Oil,938.43,0,Weekday,98.45,0.0,199.44
2023-02-22,Wheat_Grain,426.89,0,Weekday,98.13,0.0,1765.58
2023-02-22,Basmati_Rice,920.91,0,Weekday,98.13,0.0,1501.62
2023-02-22,Poultry_Chicken,1254.21,0,Weekday,98.13,0.0,943.7
2023-02-22,Red_Meat_Lamb,3771.3,1,Weekday,98.13,0.0,258.98
2023-02-22,Vegetable_Oil,581.57,0,Weekday,98.13,0.0,291.67
2023-02-23,Wheat_Grain,348.81,0,Weekday,98.16,0.0,1826.1
2023-02-23,Basmati_Rice,871.68,0,Weekday,98.16,0.0,1733.91
2023-02-23,Poultry_Chicken,1144.99,0,Weekday,98.16,0.0,1065.98
2023-02-23,Red_Meat_Lamb,5514.12,0,Weekday,98.16,0.0,222.64
2023-02-23,Vegetable_Oil,890.42,0,Weekday,98.16,0.0,273.1
2023-02-24,Wheat_Grain,457.66,0,Weekend,98.02,0.0,2205.39
2023-02-24,Basmati_Rice,804.68,0,Weekend,98.02,0.0,2015.21
2023-02-24,Poultry_Chicken,1252.88,0,Weekend,98.02,0.0,1052.01
2023-02-24,Red_Meat_Lamb,4069.63,0,Weekend,98.02,0.0,282.17
2023-02-24,Vegetable_Oil,670.26,0,Weekend,98.02,0.0,301.56
2023-02-25,Wheat_Grain,344.1,0,Weekend,98.58,0.0,2098.03
2023-02-25,Basmati_Rice,892.68,0,Weekend,98.58,0.0,1488.45
2023-02-25,Poultry_Chicken,1360.41,0,Weekend,98.58,0.0,782.27
2023-02-25,Red_Meat_Lamb,3867.68,1,Weekend,98.58,0.0,288.14
2023-02-25,Vegetable_Oil,975.92,0,Weekend,98.58,0.0,253.76
2023-02-26,Wheat_Grain,349.39,1,Weekday,97.36,0.0,2434.66
2023-02-26,Basmati_Rice,975.29,0,Weekday,97.36,0.0,1503.68
2023-02-26,Poultry_Chicken,1397.67,0,Weekday,97.36,0.0,845.15
2023-02-26,Red_Meat_Lamb,3436.73,0,Weekday,97.36,0.0,240.49
2023-02-26,Vegetable_Oil,758.69,1,Weekday,97.36,0.0,218.74
2023-02-27,Wheat_Grain,433.47,0,Weekday,97.29,0.0,2019.66
2023-02-27,Basmati_Rice,767.72,0,Weekday,97.29,0.0,1466.57
2023-02-27,Poultry_Chicken,1082.89,0,Weekday,97.29,0.0,953.85
2023-02-27,Red_Meat_Lamb,4409.53,0,Weekday,97.29,0.0,289.97
2023-02-27,Vegetable_Oil,856.13,0,Weekday,97.29,0.0,239.17
2023-02-28,Wheat_Grain,379.45,0,Weekday,97.24,0.0,1899.85
2023-02-28,Basmati_Rice,1031.48,0,Weekday,97.24,0.0,1455.65
2023-02-28,Poultry_Chicken,1278.63,0,Weekday,97.24,0.0,918.06
2023-02-28,Red_Meat_Lamb,6016.6,0,Weekday,97.24,0.0,191.16
2023-02-28,Vegetable_Oil,864.61,0,Weekday,97.24,0.0,231.03
2023-03-01,Wheat_Grain,419.88,0,Weekday,96.87,0.0,2032.36
2023-03-01,Basmati_Rice,838.17,0,Weekday,96.87,0.0,1842.21
2023-03-01,Poultry_Chicken,1226.32,0,Weekday,96.87,0.0,1026.47
2023-03-01,Red_Meat_Lamb,6423.42,0,Weekday,96.87,0.0,205.28
2023-03-01,Vegetable_Oil,881.34,0,Weekday,96.87,0.0,219.08
2023-03-02,Wheat_Grain,383.66,0,Weekday,96.63,0.0,1980.49
2023-03-02,Basmati_Rice,784.53,0,Weekday,96.63,0.0,1529.23
2023-03-02,Poultry_Chicken,1301.67,0,Weekday,96.63,0.0,973.8
2023-03-02,Red_Meat_Lamb,3112.02,0,Weekday,96.63,0.0,307.58
2023-03-02,Vegetable_Oil,754.88,0,Weekday,96.63,0.0,255.63
2023-03-03,Wheat_Grain,364.65,1,Weekend,96.52,0.0,2755.86
2023-03-03,Basmati_Rice,954.01,0,Weekend,96.52,0.0,2038.93
2023-03-03,Poultry_Chicken,1204.52,0,Weekend,96.52,0.0,1220.84
2023-03-03,Red_Meat_Lamb,5233.81,0,Weekend,96.52,0.0,281.92
2023-03-03,Vegetable_Oil,832.25,0,Weekend,96.52,0.0,301.18
2023-03-04,Wheat_Grain,431.95,0,Weekend,96.92,0.0,2033.31
2023-03-04,Basmati_Rice,800.84,0,Weekend,96.92,0.0,1819.28
2023-03-04,Poultry_Chicken,1306.34,0,Weekend,96.92,0.0,1107.86
2023-03-04,Red_Meat_Lamb,4176.71,0,Weekend,96.92,0.0,278.11
2023-03-04,Vegetable_Oil,748.81,0,Weekend,96.92,0.0,288.23
2023-03-05,Wheat_Grain,352.21,0,Weekday,96.68,0.0,1751.0
2023-03-05,Basmati_Rice,744.65,0,Weekday,96.68,0.0,1776.01
2023-03-05,Poultry_Chicken,1295.14,0,Weekday,96.68,0.0,793.02
2023-03-05,Red_Meat_Lamb,3468.8,0,Weekday,96.68,0.0,298.95
2023-03-05,Vegetable_Oil,689.6,0,Weekday,96.68,0.0,264.31
2023-03-06,Wheat_Grain,415.72,0,Weekday,95.74,0.0,1864.77
2023-03-06,Basmati_Rice,925.48,0,Weekday,95.74,0.0,1516.93
2023-03-06,Poultry_Chicken,1321.64,0,Weekday,95.74,0.0,1166.42
2023-03-06,Red_Meat_Lamb,3755.81,0,Weekday,95.74,0.0,229.86
2023-03-06,Vegetable_Oil,928.89,0,Weekday,95.74,0.0,215.67
2023-03-07,Wheat_Grain,423.78,0,Weekday,95.07,0.0,1621.6
2023-03-07,Basmati_Rice,997.27,0,Weekday,95.07,0.0,1313.24
2023-03-07,Poultry_Chicken,1223.41,0,Weekday,95.07,0.0,1020.44
2023-03-07,Red_Meat_Lamb,4980.2,0,Weekday,95.07,0.0,237.87
2023-03-07,Vegetable_Oil,898.69,0,Weekday,95.07,0.0,243.73
2023-03-08,Wheat_Grain,411.69,0,Weekday,94.27,0.0,2078.69
2023-03-08,Basmati_Rice,870.08,0,Weekday,94.27,0.0,1443.55
2023-03-08,Poultry_Chicken,1348.19,0,Weekday,94.27,0.0,669.79
2023-03-08,Red_Meat_Lamb,3585.15,0,Weekday,94.27,0.0,238.19
2023-03-08,Vegetable_Oil,913.62,0,Weekday,94.27,0.0,241.49
2023-03-09,Wheat_Grain,364.07,0,Weekday,94.53,0.0,1765.08
2023-03-09,Basmati_Rice,873.96,0,Weekday,94.53,0.0,1523.4
2023-03-09,Poultry_Chicken,1489.6,0,Weekday,94.53,0.0,710.9
