timestamp,route_id,route_name,terrain_type,road_type,length_km,route_vulnerability_factor,security_incidents_24h,checkpoint_delay_min,rainfall_mm_24h,flooding_level,landslide_probability,fuel_availability_score,road_condition_score,truck_density,travel_time_variation_pct,displacement_alert,disruption_48h
2024-10-04 06:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,13.8,0.0,0,0.0,7.92,8.0,20,27.5,0,0
2024-10-04 06:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,19.0,0.0,0,0.0,7.21,8.0,19,7.9,0,0
2024-10-04 06:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,14.1,0.0,0,0.0,9.01,8.0,21,8.2,0,1
2024-10-04 06:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,34.0,0.0,0,0.0,8.11,8.0,20,17.0,0,0
2024-10-04 06:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,13.2,0.0,0,0.0,7.62,8.0,22,10.4,0,1
2024-10-04 06:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,39.4,0.0,0,0.0,9.26,8.0,19,15.4,0,0
2024-10-04 06:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,25.7,0.0,0,0.0,9.51,8.0,20,9.6,0,1
2024-10-04 12:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,20.1,0.0,0,0.0,7.33,8.0,20,8.9,0,1
2024-10-04 12:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,17.3,0.0,0,0.0,7.53,8.0,18,18.2,0,0
2024-10-04 12:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,1,78.6,0.0,0,0.0,9.81,7.9,18,44.1,0,1
2024-10-04 12:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,23.6,0.0,0,0.0,9.53,8.0,20,47.2,0,0
2024-10-04 12:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,1,97.1,0.0,0,0.0,9.26,7.9,18,40.1,0,1
2024-10-04 12:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,13.8,0.0,0,0.0,9.12,8.0,18,8.0,0,0
2024-10-04 12:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,1,19.9,0.0,0,0.0,8.56,7.9,18,9.9,0,1
2024-10-04 12:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,13.4,0.0,0,0.0,9.51,8.0,15,10.5,0,0
2024-10-04 12:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,21.5,0.0,0,0.0,9.88,8.0,17,8.4,0,0
2024-10-04 12:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,25.4,0.0,0,0.0,9.99,8.0,16,9.5,0,0
2024-10-04 18:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,18.6,0.0,0,0.0,7.67,8.0,19,8.2,0,1
2024-10-04 18:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,25.6,0.0,0,0.0,8.33,8.0,20,27.0,0,0
2024-10-04 18:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,26.1,0.0,0,0.0,2.83,8.0,8,14.7,0,1
2024-10-04 18:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,18.9,0.0,0,0.0,9.18,8.0,22,37.8,0,0
2024-10-04 18:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,1,23.1,0.0,0,0.0,8.0,7.9,21,9.5,0,1
2024-10-04 18:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,19.1,0.0,0,0.0,9.81,8.0,20,11.1,0,0
2024-10-04 18:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,14.5,0.0,0,0.0,8.6,8.0,17,7.2,0,1
2024-10-04 18:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,15.5,0.0,0,0.0,9.12,8.0,20,12.2,0,0
2024-10-04 18:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,25.2,0.0,0,0.0,8.89,8.0,20,9.9,0,0
2024-10-04 18:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,1,22.6,0.0,0,0.0,8.06,7.9,24,8.5,0,1
2024-10-05 00:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,17.4,0.0,0,0.0,9.92,8.0,16,7.7,0,0
2024-10-05 00:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,28.4,0.0,0,0.0,7.39,8.0,17,29.9,0,0
2024-10-05 00:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,2,161.4,0.0,0,0.0,0.54,7.8,10,90.7,0,1
2024-10-05 00:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,12.9,0.0,0,0.0,8.3,8.0,19,25.8,0,0
2024-10-05 00:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,23.4,0.0,0,0.0,8.69,8.0,20,9.7,0,0
2024-10-05 00:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,18.4,0.0,0,0.0,7.4,8.0,21,10.6,0,0
2024-10-05 00:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,16.2,0.0,0,0.0,7.04,8.0,17,8.1,0,1
2024-10-05 00:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,20.9,0.0,0,0.0,7.4,8.0,17,16.4,0,0
2024-10-05 00:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,21.7,0.0,0,0.0,8.03,8.0,18,8.5,0,0
2024-10-05 00:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,35.1,0.0,0,0.0,8.12,8.0,23,13.1,0,0
2024-10-05 06:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,17.8,0.0,0,0.0,8.51,8.0,19,7.9,0,0
2024-10-05 06:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,15.6,0.0,0,0.0,7.7,8.0,17,16.4,0,0
2024-10-05 06:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,2,63.0,0.0,0,0.0,1.19,7.8,10,35.4,0,1
2024-10-05 06:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,1,16.7,0.0,0,0.0,9.3,7.9,21,33.4,0,1
2024-10-05 06:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,1,18.7,0.0,0,0.0,7.07,7.9,18,7.7,0,1
2024-10-05 06:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,25.6,0.0,0,0.0,9.84,8.0,21,14.8,0,0
2024-10-05 06:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,24.7,0.0,0,0.0,7.11,8.0,18,12.4,0,0
2024-10-05 06:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,12.8,0.0,0,0.0,9.23,8.0,26,10.1,0,0
2024-10-05 06:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,15.2,0.0,0,0.0,9.12,8.0,20,5.9,0,0
2024-10-05 06:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,1,31.7,0.0,0,0.0,7.26,7.9,19,11.9,0,1
2024-10-05 12:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,1,57.5,0.0,0,0.0,7.73,7.9,21,25.5,0,1
2024-10-05 12:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,28.2,0.0,0,0.0,7.65,8.0,23,29.6,0,0
2024-10-05 12:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,5,20.6,0.0,0,0.0,1.41,7.5,0,11.6,0,1
2024-10-05 12:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,11.2,0.0,0,0.0,9.55,8.0,18,22.3,0,0
